model,meeting,bucket,block_id_standard,block_id_exclusive,flagged_standard,flagged_exclusive,start,speaker_standard,speaker_exclusive,text_standard,text_exclusive
phi-4,"City Council Meeting - March 11, 2025 [fWjyrXs1ebs]",chunk_shifted,173,171,0,1,9091.56,SPEAKER_02,SPEAKER_02,"i'm sorry sir yes since council members you've seen the decision yes make sure this office at least put on administrative fees for the next 40, 24 years.","i'm sorry sir yes since council members you've seen the decision yes make sure this office at least put on administrative fees for the next 40, 24 years."
deepseek-r1-14b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,96,95,1,0,5195.58,SPEAKER_03,SPEAKER_03,of course is about what we all really came here for so let me start by saying i echo the members of the community that are already approached and spoke today but trust and believe we expected the reaction that we got at that press conference we expected them to gaslight we expected them to lie and o,of course is about what we all really came here for so let me start by saying i echo the members of the community that are already approached and spoke today but trust and believe we expected the reaction that we got at that press conference we expected them to gaslight we expected them to lie and o
deepseek-r1-14b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,97,96,1,0,5386.01,SPEAKER_20,SPEAKER_20,Hatfield's been an issue it's not new it's not new these are 20 year plus,Hatfield's been an issue it's not new it's not new these are 20 year plus
deepseek-r1-14b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,98,97,1,0,5395.51,SPEAKER_03,SPEAKER_03,senior officers that were taught racist policing ways and are embedded in them this is conditioning we all know about racist conditioning so as you continue to perpetuate this cycle and capitalize on us instead of protecting us and I have to say use because user who I talk to and until y'all change ,senior officers that were taught racist policing ways and are embedded in them this is conditioning we all know about racist conditioning so as you continue to perpetuate this cycle and capitalize on us instead of protecting us and I have to say use because user who I talk to and until y'all change 
deepseek-r1-14b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,115,114,0,1,6236.99,SPEAKER_09,SPEAKER_09,the city i never received it in the southwest and neither did any of the people living in my apartment building um and i just need to know why that is that's all absolutely um you should have,the city i never received it in the southwest and neither did any of the people living in my apartment building um and i just need to know why that is that's all absolutely um you should have
deepseek-r1-14b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,117,116,0,1,6272.75,SPEAKER_00,SPEAKER_00,renter um he went to both the landlord and the renters yes okay and uh this and also if you can,renter um he went to both the landlord and the renters yes okay and uh this and also if you can
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,45,45,0,1,3493.96,SPEAKER_20,SPEAKER_20,"Thank you, Ms. Burton. Just one point of reference. We did receive a presentation when this was initially introduced regarding the projects that this will fund from the general fund, water fund, as well as sewer fund. Also, the debt service was included in the projections when we were doing forecast","Thank you, Ms. Burton. Just one point of reference. We did receive a presentation when this was initially introduced regarding the projects that this will fund from the general fund, water fund, as well as sewer fund. Also, the debt service was included in the projections when we were doing forecast"
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,48,47,0,1,3536.9,SPEAKER_20,SPEAKER_20,If you could just say your name and address.,If you could just say your name and address.
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,50,49,0,1,3598.72,SPEAKER_24,SPEAKER_24,"Yeah, there's a there's a process that goes through the bond auction we don't typically review the policies for for banks and it's typically","Yeah, there's a there's a process that goes through the bond auction we don't typically review the policies for for banks and it's typically"
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,56,55,1,0,3830.93,SPEAKER_20,SPEAKER_20,your futures shameful any additional questions or comments from the public excuse me patrick,your futures shameful any additional questions or comments from the public excuse me patrick
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,66,65,0,1,4221.37,SPEAKER_22,SPEAKER_22,bill Mr. Matthews aye Mr. Rowe aye Mr. Flicks aye Mr. Kerr aye Mr. Tietz nay Mr. Hirsh aye,bill Mr. Matthews aye Mr. Rowe aye Mr. Flicks aye Mr. Kerr aye Mr. Tietz nay Mr. Hirsh aye
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,69,68,1,0,4272.37,SPEAKER_20,SPEAKER_20,have a motion in a second councillor Diaz yes Lancaster introduced a,have a motion in a second councillor Diaz yes Lancaster introduced a
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,72,71,0,1,4484.44,SPEAKER_20,SPEAKER_20,Mr. President.,Mr. President.
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,76,75,1,0,4662.73,SPEAKER_17,SPEAKER_17,this council creates Commission of black and brown affairs related to police brutality this was related to police brutality you're telling me that in 2020 you had established this Commission why are we here then why are we here are you lying to us Jamie now in regards to these records being thrown a,this council creates Commission of black and brown affairs related to police brutality this was related to police brutality you're telling me that in 2020 you had established this Commission why are we here then why are we here are you lying to us Jamie now in regards to these records being thrown a
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,77,76,1,0,4710.91,SPEAKER_20,SPEAKER_20,can't get justice crazy counselor Diaz would you like to reiterate the explanation around the resolution and what it entails and disposing or what Records is disposing of just for clarity for the public for clarity as Jessica,can't get justice crazy counselor Diaz would you like to reiterate the explanation around the resolution and what it entails and disposing or what Records is disposing of just for clarity for the public for clarity as Jessica
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,78,77,1,0,4732.28,SPEAKER_11,SPEAKER_11,said we would need to speak to the mayor because she is the one that authorizes,said we would need to speak to the mayor because she is the one that authorizes
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,88,87,1,0,5056.86,SPEAKER_20,SPEAKER_20,to be reintroduced introduced and we have a second any questions comments on the motion to table,to be reintroduced introduced and we have a second any questions comments on the motion to table
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,121,120,1,0,6414.1,SPEAKER_20,SPEAKER_20,"Councilor Diaz, just to wrap up a public comment, can you hold your comments until council","Councilor Diaz, just to wrap up a public comment, can you hold your comments until council"
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,125,124,1,0,6672.09,SPEAKER_26,SPEAKER_26,Thank you.,Thank you.
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,127,126,1,0,6687.39,SPEAKER_17,SPEAKER_17,"And I just want to say for the end, lead paint is the job of housing. Lead pipes are the job of the city. If you would face, if you would focus on the area, because it was already known before, Deneen, you took office that the sewer plant was compromised. 30 years ago, we were in our last 10 years, ","And I just want to say for the end, lead paint is the job of housing. Lead pipes are the job of the city. If you would face, if you would focus on the area, because it was already known before, Deneen, you took office that the sewer plant was compromised. 30 years ago, we were in our last 10 years, "
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,129,128,1,0,7002.56,SPEAKER_24,SPEAKER_24,thank you,thank you
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,155,154,1,0,8114.72,SPEAKER_20,SPEAKER_20,"tonight. Thank you, Mayor Sirachi. We'll move on to the reporter president of council. Council president did not have a report for this evening. Moving on to council comments. I'll open it up","tonight. Thank you, Mayor Sirachi. We'll move on to the reporter president of council. Council president did not have a report for this evening. Moving on to council comments. I'll open it up"
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,157,156,0,1,8163.02,SPEAKER_20,SPEAKER_20,"Thank you, Councilor Diaz. Any additional Council comments? Councilor Cleese?","Thank you, Councilor Diaz. Any additional Council comments? Councilor Cleese?"
deepseek-r1-7b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,163,162,0,1,8381.66,SPEAKER_19,SPEAKER_19,everyone's questions one of the things that I what I'm hearing from the,everyone's questions one of the things that I what I'm hearing from the
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,57,56,1,0,3853.38,SPEAKER_06,SPEAKER_06,I just want to say it's embarrassing the political sleight of hand you pulled when that gentleman asked about which banks and financial institutions you're collaborating with. These are institutions that cause untold suffering across the world that are collaborating with our fascist government in Wa,I just want to say it's embarrassing the political sleight of hand you pulled when that gentleman asked about which banks and financial institutions you're collaborating with. These are institutions that cause untold suffering across the world that are collaborating with our fascist government in Wa
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,76,75,0,1,4662.73,SPEAKER_17,SPEAKER_17,this council creates Commission of black and brown affairs related to police brutality this was related to police brutality you're telling me that in 2020 you had established this Commission why are we here then why are we here are you lying to us Jamie now in regards to these records being thrown a,this council creates Commission of black and brown affairs related to police brutality this was related to police brutality you're telling me that in 2020 you had established this Commission why are we here then why are we here are you lying to us Jamie now in regards to these records being thrown a
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,79,78,1,0,4739.78,SPEAKER_13,SPEAKER_13,what the police are going to do so I'm happy to speak to this this resolution to destroy safety records as councillor Diaz walked through our first citation animal complaints abandoned vehicles permits and related applications it is the purview of council to make a determination about whether or not,what the police are going to do so I'm happy to speak to this this resolution to destroy safety records as councillor Diaz walked through our first citation animal complaints abandoned vehicles permits and related applications it is the purview of council to make a determination about whether or not
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,89,88,0,1,5063.9,SPEAKER_26,SPEAKER_26,public comment starting bird did you say you're waiting on a report and you're hoping you have that report by the april meeting i didn't quite understand that uh yes the last meeting of the,public comment starting bird did you say you're waiting on a report and you're hoping you have that report by the april meeting i didn't quite understand that uh yes the last meeting of the
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,97,96,0,1,5386.01,SPEAKER_20,SPEAKER_20,Hatfield's been an issue it's not new it's not new these are 20 year plus,Hatfield's been an issue it's not new it's not new these are 20 year plus
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,102,101,1,0,5501.09,SPEAKER_03,SPEAKER_03,moment it's not about what you say it's about what you do that's the thing it's not about what you're talking about or what I'm talking about it's about what,moment it's not about what you say it's about what you do that's the thing it's not about what you're talking about or what I'm talking about it's about what
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,104,103,0,1,5519.84,SPEAKER_03,SPEAKER_03,a lot of limitations there there is so is it a facade and we have City Council members and a mayor that's supposed to oversee a department that really,a lot of limitations there there is so is it a facade and we have City Council members and a mayor that's supposed to oversee a department that really
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,109,108,1,0,5717.42,SPEAKER_02,SPEAKER_02,question or comment is earlier during the the first public comment it seemed apparent that there's a time when the person at the podium asks questions or makes a statement and maybe at the closure of their statement is when you respond but it didn't it didn't seem like that was explained to the pers,question or comment is earlier during the the first public comment it seemed apparent that there's a time when the person at the podium asks questions or makes a statement and maybe at the closure of their statement is when you respond but it didn't it didn't seem like that was explained to the pers
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,111,110,1,0,5886.56,SPEAKER_01,SPEAKER_01,"Good evening. My name is Oakley Boscorino. I have to apologize for the deviation of topic, but I'm coming here representing Pennsylvania College of Art and Design and their entire over 400 student body. What excited many students about enrolling in this Lancaster-based art school the artistic world ","Good evening. My name is Oakley Boscorino. I have to apologize for the deviation of topic, but I'm coming here representing Pennsylvania College of Art and Design and their entire over 400 student body. What excited many students about enrolling in this Lancaster-based art school the artistic world "
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,112,111,0,1,6084.01,SPEAKER_18,SPEAKER_18,"Daryl Legacy, 100 block of North Mary. I'm sure that the finance people were probably not looking forward to this today, but this one speaks to you at least a little. We're lucky that Moody's, when they raided us, didn't take into account the fact that if the police keep acting with impunity, we're ","Daryl Legacy, 100 block of North Mary. I'm sure that the finance people were probably not looking forward to this today, but this one speaks to you at least a little. We're lucky that Moody's, when they raided us, didn't take into account the fact that if the police keep acting with impunity, we're "
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,123,122,1,0,6501.93,SPEAKER_05,SPEAKER_05,uh john tell tolan first and only block of wise ave um mayor sirachi uh your response to jess lopez was kind of vague and i think that most people here would like to know what the actual limitations are and if there's some kind of town hall we could have so that we could actually go through what the,uh john tell tolan first and only block of wise ave um mayor sirachi uh your response to jess lopez was kind of vague and i think that most people here would like to know what the actual limitations are and if there's some kind of town hall we could have so that we could actually go through what the
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,124,123,0,1,6559.1,SPEAKER_15,SPEAKER_15,taylor enterline i live in manheim borough but i work here in the city and have been put through uh the legal system here um mayor sirachi you're staying on your mayoral time here in lancaster will be remembered and laughed at you stood in 2020 in the streets got your photos and it did nothing the p,taylor enterline i live in manheim borough but i work here in the city and have been put through uh the legal system here um mayor sirachi you're staying on your mayoral time here in lancaster will be remembered and laughed at you stood in 2020 in the streets got your photos and it did nothing the p
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,127,126,1,0,6687.39,SPEAKER_17,SPEAKER_17,"And I just want to say for the end, lead paint is the job of housing. Lead pipes are the job of the city. If you would face, if you would focus on the area, because it was already known before, Deneen, you took office that the sewer plant was compromised. 30 years ago, we were in our last 10 years, ","And I just want to say for the end, lead paint is the job of housing. Lead pipes are the job of the city. If you would face, if you would focus on the area, because it was already known before, Deneen, you took office that the sewer plant was compromised. 30 years ago, we were in our last 10 years, "
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,131,130,1,0,7019.39,SPEAKER_25,SPEAKER_25,"tomorrow and I'll be in touch. I took pictures that way you can see it. I wasn't, you know, I'm not trying to hide anything or whatever. I took pictures so they can see what was what. You know, if it was a lot of trash or something like that, I can see it. But you're going to charge me $200 for mayb","tomorrow and I'll be in touch. I took pictures that way you can see it. I wasn't, you know, I'm not trying to hide anything or whatever. I took pictures so they can see what was what. You know, if it was a lot of trash or something like that, I can see it. But you're going to charge me $200 for mayb"
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,141,140,1,0,7197.99,SPEAKER_03,SPEAKER_03,the sign or if it's like zoning so say they put no parking signs where there used to be a garage and now said garage is a house do they they receive remove the sign right if said garage doesn't have vehicles going in and out of it i live on a block that has street cleaning every week and about four ,the sign or if it's like zoning so say they put no parking signs where there used to be a garage and now said garage is a house do they they receive remove the sign right if said garage doesn't have vehicles going in and out of it i live on a block that has street cleaning every week and about four 
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,143,142,0,1,7263.93,SPEAKER_03,SPEAKER_03,what traffic commission does so um i mean just for future like i appreciate the response and information but shouldn't there be like um yearly five yearly review when we're literally being incarcerated for not paying these parking tickets for places that,what traffic commission does so um i mean just for future like i appreciate the response and information but shouldn't there be like um yearly five yearly review when we're literally being incarcerated for not paying these parking tickets for places that
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,145,144,0,1,7301.8,SPEAKER_13,SPEAKER_13,that you could bring it forward no but what I'm what I'm saying is shouldn't,that you could bring it forward no but what I'm what I'm saying is shouldn't
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,150,149,1,0,7385.38,SPEAKER_23,SPEAKER_23,mine is strasburg pennsylvania um i just want to leave you all with um one last message tonight um i think it's really pertinent it's really important um there are a whole lot of people in this room in this city in this greater community that i care for very deeply and within the last month here um ,mine is strasburg pennsylvania um i just want to leave you all with um one last message tonight um i think it's really pertinent it's really important um there are a whole lot of people in this room in this city in this greater community that i care for very deeply and within the last month here um 
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,152,151,1,0,7752.44,SPEAKER_14,SPEAKER_14,"Hi, my name is Brianna Sienkiewicz. I'm on the 700 block of Marietta Avenue. This is my first time speaking up here, but I moved here in 2022. I moved here because I wanted this to be a safe community for my son. My husband is Haitian, so my son is mixed. I always watched that video and all I could ","Hi, my name is Brianna Sienkiewicz. I'm on the 700 block of Marietta Avenue. This is my first time speaking up here, but I moved here in 2022. I moved here because I wanted this to be a safe community for my son. My husband is Haitian, so my son is mixed. I always watched that video and all I could "
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,158,157,0,1,8170.61,SPEAKER_07,SPEAKER_07,"Thank you, Consul President. In terms of immigration, legal immigration, as a Consul member, there isn't much we can do. Let's be honest. So what I can do, I can use my voice, my platform, my vote. I can speak out, and I have done that. You know, you use newspaper, everybody needs to speak out. And ","Thank you, Consul President. In terms of immigration, legal immigration, as a Consul member, there isn't much we can do. Let's be honest. So what I can do, I can use my voice, my platform, my vote. I can speak out, and I have done that. You know, you use newspaper, everybody needs to speak out. And "
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,159,158,1,0,8324.54,SPEAKER_19,SPEAKER_19,"Thank you, Mr. Vice President, and I just want to react to the remarks of the gentleman about the immigration. There is a lot of effort going on at the state level with different organizations here in Lancaster that I am a part of, and I would love to connect with you and talk about some of the acts","Thank you, Mr. Vice President, and I just want to react to the remarks of the gentleman about the immigration. There is a lot of effort going on at the state level with different organizations here in Lancaster that I am a part of, and I would love to connect with you and talk about some of the acts"
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,161,160,0,1,8364.42,SPEAKER_19,SPEAKER_19,"One, I want to thank the community for showing up tonight, similar to the last council meeting.","One, I want to thank the community for showing up tonight, similar to the last council meeting."
gemma-4-4b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,162,161,1,0,8370.32,SPEAKER_20,SPEAKER_20,"During the last council meeting, I mentioned that you guys are being heard, and I want to continue to echo that sentiment. I understand that the press conference that was recently given that answer","During the last council meeting, I mentioned that you guys are being heard, and I want to continue to echo that sentiment. I understand that the press conference that was recently given that answer"
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,73,72,1,0,4487.12,SPEAKER_19,SPEAKER_19,"I will say that this was tabled at the last meeting, given the discussion we were having at the last meeting. I thought it was most appropriate to wait until Chief Mendez or the mayor was available to answer any questions. The mayor is here this evening, so that's why I moved to bring it back on the","I will say that this was tabled at the last meeting, given the discussion we were having at the last meeting. I thought it was most appropriate to wait until Chief Mendez or the mayor was available to answer any questions. The mayor is here this evening, so that's why I moved to bring it back on the"
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,74,73,0,1,4511.68,SPEAKER_03,SPEAKER_03,"I appreciate that, Councilor Emmett. Now, so then the question is, where's the real list of what you'll be getting rid of? And how do you really prove that that's what you are getting rid of? We don't have transparency from our police department. We can't go in there whenever we please. That's a fac","I appreciate that, Councilor Emmett. Now, so then the question is, where's the real list of what you'll be getting rid of? And how do you really prove that that's what you are getting rid of? We don't have transparency from our police department. We can't go in there whenever we please. That's a fac"
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,75,74,1,0,4542.29,SPEAKER_08,SPEAKER_08,tabled again my comment on that I second that this is an extremely tone-deaf thing to put forward to us at this moment in time I think it's disgusting that we would even could talk about it I hope that each and every single one of you votes nay because this is the kind of thing that you know we talk,tabled again my comment on that I second that this is an extremely tone-deaf thing to put forward to us at this moment in time I think it's disgusting that we would even could talk about it I hope that each and every single one of you votes nay because this is the kind of thing that you know we talk
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,82,81,0,1,4872.19,SPEAKER_03,SPEAKER_03,um again i reiterate there was a et cetera at the end of that other related records so other related records could really be anything and at a pivotal time where we're looking for our future mayor to take a stand you have a position to say no we don't trust it and until you find a way to make us fee,um again i reiterate there was a et cetera at the end of that other related records so other related records could really be anything and at a pivotal time where we're looking for our future mayor to take a stand you have a position to say no we don't trust it and until you find a way to make us fee
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,83,82,0,1,4938.19,SPEAKER_11,SPEAKER_11,so who is youth say no it's that easy if i may um counselor counselor i think that what the community is talking about is that they do want a citizen's law enforcement advisory committee and by putting by placing that this is going to give everybody the opportunity to look at records like that and i,so who is youth say no it's that easy if i may um counselor counselor i think that what the community is talking about is that they do want a citizen's law enforcement advisory committee and by putting by placing that this is going to give everybody the opportunity to look at records like that and i
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,90,89,0,1,5079.57,SPEAKER_19,SPEAKER_19,council i made a motion to table this resolution that was passed unanimously i made that motion into thinking that the report that was requested would happen this evening and given that the community has requested to table it further i will make that motion to table until the april legislative agend,council i made a motion to table this resolution that was passed unanimously i made that motion into thinking that the report that was requested would happen this evening and given that the community has requested to table it further i will make that motion to table until the april legislative agend
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,93,92,1,0,5121.97,SPEAKER_17,SPEAKER_17,will be here for that meeting thank you i really appreciate that and i just want to second uh the bill number 8 2020 to be adopted and looked at by council respectfully i'm just reiterating that you,will be here for that meeting thank you i really appreciate that and i just want to second uh the bill number 8 2020 to be adopted and looked at by council respectfully i'm just reiterating that you
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,106,105,0,1,5641.12,SPEAKER_03,SPEAKER_03,led by chief mendez that i'm very proud of and that's why you're taking offense instead of addressing the situation i understand you put in work to change the department yes you fired a few people you did this you did that well there's another issue that has a rise and it needs addressed it doesn't ,led by chief mendez that i'm very proud of and that's why you're taking offense instead of addressing the situation i understand you put in work to change the department yes you fired a few people you did this you did that well there's another issue that has a rise and it needs addressed it doesn't 
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,112,111,0,1,6084.01,SPEAKER_18,SPEAKER_18,"Daryl Legacy, 100 block of North Mary. I'm sure that the finance people were probably not looking forward to this today, but this one speaks to you at least a little. We're lucky that Moody's, when they raided us, didn't take into account the fact that if the police keep acting with impunity, we're ","Daryl Legacy, 100 block of North Mary. I'm sure that the finance people were probably not looking forward to this today, but this one speaks to you at least a little. We're lucky that Moody's, when they raided us, didn't take into account the fact that if the police keep acting with impunity, we're "
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,117,116,1,0,6272.75,SPEAKER_00,SPEAKER_00,renter um he went to both the landlord and the renters yes okay and uh this and also if you can,renter um he went to both the landlord and the renters yes okay and uh this and also if you can
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,119,118,0,1,6333.61,SPEAKER_08,SPEAKER_08,clarification thank you Brian Nelson right off of Columbia Avenue Banyan Circle Drive so I understand that we talked a lot about the failures of our police department and the failures of the mayor on terms of holding them accountable but I wanted to ask a question for each and every single one of yo,clarification thank you Brian Nelson right off of Columbia Avenue Banyan Circle Drive so I understand that we talked a lot about the failures of our police department and the failures of the mayor on terms of holding them accountable but I wanted to ask a question for each and every single one of yo
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,127,126,1,0,6687.39,SPEAKER_17,SPEAKER_17,"And I just want to say for the end, lead paint is the job of housing. Lead pipes are the job of the city. If you would face, if you would focus on the area, because it was already known before, Deneen, you took office that the sewer plant was compromised. 30 years ago, we were in our last 10 years, ","And I just want to say for the end, lead paint is the job of housing. Lead pipes are the job of the city. If you would face, if you would focus on the area, because it was already known before, Deneen, you took office that the sewer plant was compromised. 30 years ago, we were in our last 10 years, "
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,143,142,0,1,7263.93,SPEAKER_03,SPEAKER_03,what traffic commission does so um i mean just for future like i appreciate the response and information but shouldn't there be like um yearly five yearly review when we're literally being incarcerated for not paying these parking tickets for places that,what traffic commission does so um i mean just for future like i appreciate the response and information but shouldn't there be like um yearly five yearly review when we're literally being incarcerated for not paying these parking tickets for places that
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,159,158,1,0,8324.54,SPEAKER_19,SPEAKER_19,"Thank you, Mr. Vice President, and I just want to react to the remarks of the gentleman about the immigration. There is a lot of effort going on at the state level with different organizations here in Lancaster that I am a part of, and I would love to connect with you and talk about some of the acts","Thank you, Mr. Vice President, and I just want to react to the remarks of the gentleman about the immigration. There is a lot of effort going on at the state level with different organizations here in Lancaster that I am a part of, and I would love to connect with you and talk about some of the acts"
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,161,160,0,1,8364.42,SPEAKER_19,SPEAKER_19,"One, I want to thank the community for showing up tonight, similar to the last council meeting.","One, I want to thank the community for showing up tonight, similar to the last council meeting."
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,162,161,1,0,8370.32,SPEAKER_20,SPEAKER_20,"During the last council meeting, I mentioned that you guys are being heard, and I want to continue to echo that sentiment. I understand that the press conference that was recently given that answer","During the last council meeting, I mentioned that you guys are being heard, and I want to continue to echo that sentiment. I understand that the press conference that was recently given that answer"
ministral-8b,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,163,162,0,1,8381.66,SPEAKER_19,SPEAKER_19,everyone's questions one of the things that I what I'm hearing from the,everyone's questions one of the things that I what I'm hearing from the
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,55,54,1,0,3688.29,SPEAKER_17,SPEAKER_17,"OK, Susie, do I have to say it again? Yes, please. Susie Gomez, North 100 block of North Reservoir Street. So while you guys are looking at projective reports and planning for your futures ahead, and a home rule is basically a positive view in the city because taxpayers are the only ones that are go","OK, Susie, do I have to say it again? Yes, please. Susie Gomez, North 100 block of North Reservoir Street. So while you guys are looking at projective reports and planning for your futures ahead, and a home rule is basically a positive view in the city because taxpayers are the only ones that are go"
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,58,57,0,1,3893.42,SPEAKER_08,SPEAKER_08,I got a little too close here sorry so my name is Brian Nelson I live off of Columbia Avenue I'm right outside Lancaster City and so I completely understand kind of your guys's point when you're talking about you know the bonds and stuff like that but did you guys do any due diligence at all and I u,I got a little too close here sorry so my name is Brian Nelson I live off of Columbia Avenue I'm right outside Lancaster City and so I completely understand kind of your guys's point when you're talking about you know the bonds and stuff like that but did you guys do any due diligence at all and I u
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,65,64,0,1,4139.32,SPEAKER_26,SPEAKER_26,believe that I understand the bonds and I understand for the water and everything but I think when we talk about these other projects of parks and everything to actual get a bond to be able to you know do these parks we have come up with a better solution we're talking about 25 years you know how ma,believe that I understand the bonds and I understand for the water and everything but I think when we talk about these other projects of parks and everything to actual get a bond to be able to you know do these parks we have come up with a better solution we're talking about 25 years you know how ma
