condition,meeting,block_id,in_baseline,in_condition,speaker,start,word_count,text
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",19,0,1,SPEAKER_05,1758.07,524,please next speaker is patricia eckman good evening i'm from this lampeter township i've been reading the articles in the lexington newspaper concerning the proposed data centers at greenfield road and harrisburg pike preliminary construction has already begun at the greenfield road site prior to th
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",29,0,1,SPEAKER_06,2478.41,155,are you with us this is a conversation that i want to continue to have because there are some of the things that you're demanding that i can't i can't respond to most especially around the public utility commission and the regulation of electricity and so i i hear you on the air quality water use ut
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",31,1,0,SPEAKER_24,2557.46,16,and members of the city government thank you i look forward to your actions counselor craig
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",32,0,1,SPEAKER_23,2569.61,64,thank you council president um i am very interested in everything that everyone has to say but it's really difficult when someone's at the speaker and and i know you want to applaud them because what they're saying is good but if we can't hear them you know then i'm getting half half of what they're
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",35,1,0,SPEAKER_11,2607.14,7,"Good evening. Good evening, everyone. Thank you."
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",37,0,1,SPEAKER_11,2740.64,69,thank you thank you ms mosnowski to um to address that very specific question i do think it's important to mention that this was not an ordinance that was brought forward to council because of the processes that the owner of the property chose to take it did not come before any body of the city admi
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",43,0,1,SPEAKER_07,3354.46,18,next is i'm sorry lindsay fitting good evening hello my name is lindsay fitting i live on the
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",50,0,1,SPEAKER_29,3850.6,385,uh tony dash's 700 block in new holland avenue so what i signed up to talk about was actually parking um but i'm going to connect these two issues because you have some issues that web out over time the city has a parking issue it depends on how you look at it in what perspective that issue is maybe
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",53,0,1,SPEAKER_11,4023.93,27,"and then may I also have you start with your block of residence? Thank you, oh, I'm sorry. So I'm in the 100 block of North Main."
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",59,1,0,SPEAKER_22,4381.54,99,councillor arroyo thank you council president the finance committee meeting did or i'm sorry the finance committee did meet we had one item on the on the agenda we heard from director of administrative services tina campbell yesterday for the 2025 mid-year budget report overall the city's finances a
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",75,0,1,SPEAKER_23,4719.32,209,community planning thank you council president um we reviewed this in committee um a few weeks ago and it was brought forth to today administration resolution 50 2025 authorizing a grant authorizing a ground lease agreement for a sunnyside environmental center we were presented by our solicitor mr h
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",76,0,1,SPEAKER_11,4844.02,107,involved the sunny side thank you very much counselor craig i know we have uh director delphs coming uh to to address us this evening i want to thank you for being here in addition to your notes i would also add i think i recall that there was a lot of work done about community benefit for this envi
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",77,0,1,SPEAKER_03,4877.94,619,to it but otherwise okay good evening council is that okay yeah that's perfect thank you uh very good and uh thank you councillor craig and president baquet for the questions i'm so pleased to be here to talk about this action and this project here tonight as you know this has been a long time in th
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",80,0,1,SPEAKER_27,5212.38,18,comments from the public thank you tony diastra 700 block of new holland avenue i am also looking
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",93,0,1,SPEAKER_23,5705.53,28,Craig thank you council president I'm gonna ask that mr. Cohen come and speak on this because my computer died and my notes are in there thank you
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",95,0,1,SPEAKER_23,5760.19,34,mentioning too that the building sat for a long period of time over well close to nine years and now it's being revitalized to bring you know to add some beautification to the area
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",102,0,1,SPEAKER_20,5956.92,14,data center how amazing is that we're getting something that preserves our environment and
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",107,0,1,SPEAKER_18,6144.36,359,comments for this Alexander King 600 block of North Shippen so kind of to play up Tony Dastro's comments I'd like to say parking management in the city is an unmitigated disaster it seems to be a sort of grassroots sort of thing which seems to be the dumbest way to plan anything I've lived in a lot 
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",110,0,1,SPEAKER_06,6390.44,673,thank you council president i i want to just echo what we have heard at the last couple council meetings and in conversations that i've been having in the community related to the data centers and just to reaffirm that we hear your concerns about water utilization air quality noise the permitting th
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",111,0,1,SPEAKER_11,6650.56,95,update on the man of youth house um these projects take a long time we make these investments we did so a couple years ago so it's nice to get the update in it it's really happening so i appreciate that the next item on the agenda is a report of the president of council i did speak earlier and with 
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",9,0,1,SPEAKER_04,815.41,66,to thank you for making this motion i think as many folks are probably here tonight for i think it's probably long overdue that we start considering um our zoning and what does it mean and how does it reflect the community that we want to build here so i'm looking forward to hearing the recommendati
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",10,1,0,SPEAKER_08,834.69,55,if i may president counselor diaz will there be opportunity for the members of the community to speak against or for um anything that they feel that is not in co basically possibly not in the way they wish to have this um proposal plan be done for the ia data center yes counselor diaz
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",13,0,1,SPEAKER_15,908.68,78,"I'm not necessarily sure about that, because that's going to depend on the process that will be used to make these recommendations and draft the ordinance. I want to stress that it is not specifically about this project. It's about all projects, including theirs. So we do want to address issues abou"
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",14,1,0,SPEAKER_08,941.12,4,That's all I have.
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",22,1,0,SPEAKER_07,1450.0,14,speaker please our first speaker is irene grievous thank you good evening good evening
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",23,0,1,SPEAKER_06,1464.08,358,my name is irene grievous and i'm on the 400 block of west end avenue i am here today to raise an issue that has gone unresolved for four years this prolonged and unexplained condemnation of my property located on 901 manor street this has placed a tremendous amount of burden on me personally and ne
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",54,1,0,SPEAKER_15,3693.54,250,equipment or well I can share what I know specifically related to the AV equipment and maybe just the technological expenses overall you can address but um yes so there there has been money allocated for the av equipment um for this year uh there's a company that we've engaged to make long needed up
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",55,1,0,SPEAKER_14,3775.38,35,add yeah um yeah thanks i will just say too that this is we're actually purchasing the equipment with the grant that we received so it's not coming out of the general operating fund budget
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",61,1,0,SPEAKER_07,3926.8,96,president thank you considering the following applications and recommendations from the Historical Commission for improvements to properties within the Heritage Conservation District first is Kiana Castro owner of 550 hand Avenue proposes construction of an uncovered stoop on the facade of a two-sto
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",70,0,1,SPEAKER_15,4554.42,18,are there any other commenters for this period good evening my name is mick widrick i live just
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",77,1,0,SPEAKER_04,4866.22,324,"Just very briefly, wanted to thank our folks for coming out tonight to continue to advocate for how we want our community to be built in the future and sharing information. Also love the graphics that were also brought up here earlier, so thank you for all your hard work on that. One thing I do wann"
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",8,1,0,SPEAKER_02,519.22,26,councillor Craig council president this resolution was read into record during the committee meeting last week and I don't feel the need to reread it because
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",16,1,0,SPEAKER_03,695.13,10,council president the Economic Development Committee did not meet thank
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",17,1,0,SPEAKER_04,698.73,156,you Finance Committee counselor Arroyo Thank You council president the Finance Committee did meet we had three items on our agenda for that evening we discussed resolution number 1225 amending the supplemental pension plan for city employees and resolution number 1325 exonerating of utility fees exc
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",34,0,1,SPEAKER_09,1045.73,43,with with this room thank you very much council Hirsch I'll just say whoever figured out that we owned 82% specifically of the road at kudos to them spent a lot of time in GIS I bet yeah any additional council comments on
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",43,1,0,SPEAKER_04,1210.02,126,through this resolution during our last finance committee meeting we are amending the city of lancaster supplemental pension plan to reflect the correct amount of matching contribution for police officers hired on or after january 1 of 2011. the plan currently incorrectly states that this is a 25 th
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",49,1,0,SPEAKER_04,1318.33,124,is a resolution that is brought before council on an annual basis it is done because the city tracks water and sewers sewer usage as city properties mostly to detect leaks or unusual usage we don't bill ourselves for this usage the charges are exonerated annually to clear them from the financial acc
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",55,0,1,SPEAKER_06,1522.2,319,miss geyser do you have anything to add yes thank you thanks for the summary uh the lengthy summary of our long amendments um this evening i just wanted to uh highlight two things um that we are recommending these changes presuming that we will get the 2025 cdbg funding for the city however with the
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",61,1,0,SPEAKER_08,1779.99,15,She can explain it now. Okay. That's why I'm asking. Great. Just wanna make sure.
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",63,0,1,SPEAKER_08,1834.58,14,um you want to reassess and make changes for what for what you're reassessing
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",81,1,0,SPEAKER_07,2179.13,373,the mayor mayor sir thank you council president first i'm pleased to share that the city of lancaster along with the school district of lancaster was awarded 74 000 by the pennsylvania commission on crime and delinquency the state grant will allow a school district and partners to research and desig
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",83,1,0,SPEAKER_03,2325.55,111,i just wanted to report back to the members of council that the government study transition committee did meet on january 29th and went over the purview of our work which is to make sure and ensure the transition to a homework charter moves in a timely manner with both the administrative code and th
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",12,0,1,SPEAKER_26,1854.22,16,evening we will move our next speaker is Amy Ernst good evening my name is Amy
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",16,0,1,SPEAKER_26,2143.71,192,mr. Tolan just for clarification and I appreciate your words the information was provided at my report at the top of the meeting was a way to disseminate the information that was given at the press event earlier tonight um not necessarily a a judgment statement but the factual information that was s
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",31,0,1,SPEAKER_25,3220.95,522,next speaker next speaker is Ann Torres good evening hi my name is Ann Torres I live in lettuce but I work in Lancaster years back my friend had a baby through IVF they finally had their baby but over time they noticed that he was having issues breathing in and out of hospitals extensive stays but n
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",38,0,1,SPEAKER_13,3704.84,50,council while uh council president if i may while we're getting the technology situated mayor srachi um i i want to just acknowledge the work of the department of public works in preparing for council the first ever capital plan to be presented this is one of the requirements that
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",50,0,1,SPEAKER_21,4929.16,30,that we would be at risk of losing at this point all the grants that are shown there we're under contract for so I don't anticipate any change there thank
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",64,1,0,SPEAKER_22,6235.04,246,the unfunded category can you talk a little bit more about that yes um there were some assumptions made and this is a combination of upgrades that we might need to make in our separate sewer areas these this is a placeholder because we don't know yet what those might be the other thing the other sor
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",66,1,0,SPEAKER_01,6349.53,69,council president just had a brief question on the trees for people program and i understand that that's going forward over the next couple years into 2028 can you just reiterate what the what the goal is as far as like number of trees planted over the next three years and then if you happen to have
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",67,0,1,SPEAKER_22,6375.32,215,sure um i'm trying to do some fast math in my head here i know that through a half a million dollars in arpa funding that the city received through the lancaster clean water partners we are installing about 380 new street trees this year we are i think we're about halfway through that target so prob
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",73,0,1,SPEAKER_22,7204.92,222,yes so the water street sewer separation will be built ahead of the water street bike boulevard project that cindy spoke about these this will remove approximately 40 acres of impervious drainage that is today going into the angle side sewer shed which is the city's largest combined sewer system and
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",74,0,1,SPEAKER_26,7307.76,121,there as well thank you for that context that's exactly the kind of kind of connection i was hoping to make with that question and then my second question is um the last line on the first uh slide the last one on the list annual escrow special and emergency improvements so obviously we have to put s
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",77,0,1,SPEAKER_30,7412.26,37,counselor colleagues Thank You madam president and thank you for the presentation and I'm not sure who would answer this question and how is the department working to minimize the cost of those projects we can we
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",84,0,1,SPEAKER_26,7763.36,16,are things that get delayed thank you so now I'd like to talk about our water
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",89,1,0,SPEAKER_28,8663.68,38,while the public makes their way up sure if i may just wanted to express my gratitude to the public work scene for putting this presentation together and uh clearly for all the work that you guys do
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",93,0,1,SPEAKER_07,8785.04,25,plan specifically good evening good evening Taylor Raymond 500 block of st. Joseph Street is this presentation going to be available on the website that's
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",117,0,1,SPEAKER_06,9868.24,338,you'll say that you'll do though much concern but not involved with decisions that are made by you but we are sick and tired of hearing your song telling how you are gonna change right from wrong cuz if you really want to hear our views you haven't done nothing and that's the case here we have an op
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",20,1,0,SPEAKER_11,1355.13,455,great honor to be able to introduce this um resolution of june king for the last few years um so i'm going to read the resolution as it's as it is has been written the road road to freedom has been arduous for africans and the important work of equality continues today and historically historically 
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",28,0,1,SPEAKER_10,1826.26,66,to see tony dash's 700 block new holland avenue i'm also glad to see this uh because i mean this can be said about the first resolution as well with the net with the federal government turning over everything trying to erase people from our country removing transgender individuals from the military 
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",50,0,1,SPEAKER_04,2645.1,122,um counselor craig i would agree with you i thought mr salt was uh particularly well well suited for this position um and he was also among all the applicants affirmed um that they are residents of the city that they had not held any political position uh political action committee position uh in th
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",53,0,1,SPEAKER_11,2719.98,93,yeah i just i just wanted to hear her counselor craig if you wish sure um his work with um fair trade and his work with the 10 000 villages and what he does what i mean he's been a ton of places where he has been in control of and in charge of helping people sell different products in their own coun
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",70,1,0,SPEAKER_14,2987.77,182,motioning and seconding counselor Hirsch I was you know impressed with Erica's background in the legal world and this particularly I was impressed by a story she told him which she talked about a time where she kind of had to admit that she made a mistake but felt better about bringing that to light
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",71,0,1,SPEAKER_04,3055.55,110,are really valuable thank you very much council hirsch i would also add that i i want to say that all five of the the folks that came in before council i was very impressed with and i think that we had a number of great nominees and so the selection of three is by nature of what we're required to do
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",84,0,1,SPEAKER_04,3494.8,37,thank you counselor craig to clarify i think the architects and the firm was here they mentioned airbnb but it was an airbnb style hotel yes thank you so not a licensed airbnb no correct and and
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",95,0,1,SPEAKER_07,3657.94,29,the city of lancaster approving the juneteenth flag raising on june 19 2026 to acknowledge the emancipation of african americans brought forth by the national association for the advancement
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",102,0,1,SPEAKER_04,3771.05,34,questions they can ask her thank you rebecca good evening and thank you for being with us at our committee meeting to thoroughly review the action plan if you have anything additional to add
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",105,0,1,SPEAKER_04,3803.5,88,very much any additional council comments on the action plan i'll just say rebecca you and your team have put together it always amazes me how your team puts together this plan with a little less every year but still manages to do just as much if not more every single year so your creativity and you
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",107,1,0,SPEAKER_14,3848.57,90,counselor any additional council comments council president thank you um just want to echo my comment that i made at the committee meeting which is that um this pot of money can be allocated to a lot of different things um you know know this from my background uh working at the county level with the
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",111,1,0,SPEAKER_04,4005.4,86,questions thank you miss Grievous to answer your question a couple things the critical repair program isn't comprised of millions of dollars it's a few hundred thousand dollars the many of the programs within this budget are for owner-occupied dwellings and if there is a tenant the landlord is requi
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",113,0,1,SPEAKER_10,4188.98,28,resolution mr. Dastra 700 block New Holland Avenue I just want to thank mr. Arroyo for being transparent about the refusal and I look forward to seeing the
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",119,0,1,SPEAKER_03,4396.64,254,comment period and I just wanted to add the Spanish interpreter that was here for a translation should have been translating via is this being recorded I'm not sure if it's if it's being recorded she should have been used because she was asked to come for the spanish-speaking people in Lancaster cit
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",1,1,0,SPEAKER_08,120.5,17,who are willing and able please rise for the pledge of allegiance mr harris would you please
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",21,0,1,SPEAKER_12,1444.22,16,thank you for having me sorry about me being the one conflict we make it work
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",26,0,1,SPEAKER_12,1645.96,159,understand that at the end of the day we we all have biases but those do need to be kept at home and that's the same same thing at work as well so for instance I don't believe in any like you know any form of censorship as a librarian that is in our entire code of ethics it's it's you know it's a fo
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",28,1,0,SPEAKER_17,1699.6,37,president and hello good evening it's very nice to see you again could you tell us about a time when you had an ethical dilemma and how you solved it yeah so um let me think here
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",29,0,1,SPEAKER_12,1713.85,143,"I would say, actually, it came down, my previous job, I worked at another library before this one, I was out at E-Town, and we had a lot of books that were propaganda, you might say, anti-trans, with dubious medical information in them, but they were circulating, some of the patrons in that area wer"
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",31,0,1,SPEAKER_12,1787.1,95,have not I've been working on my schooling the last few years and before that we were running a business so this is kind of the first time I've had any of the free time if you will to engage in something like this and I feel like this would be a great place to do it because I love this community I l
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",38,0,1,SPEAKER_12,1946.84,176,build trust in the community I think it's everything I I think if you see you know the people that you voted for if you see them engaging in things that are that are dishonest if you see them kind of not standing up for the little guy sometimes not that I'm saying anyone's doing that by the way that
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",43,1,0,SPEAKER_08,2330.88,18,file and not a sharepoint link that we could access or a pdf or something like that just
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",53,0,1,SPEAKER_09,3945.58,164,"Thank you very much to all of you for all of your amazing work. Yes, a huge round of applause to you and your entire team and tell Craig thank you as well. I just wanted to say that I remember I was just coming on to council when the grant came to us in 2019. I remember us, if I remember correctly, "
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",55,1,0,SPEAKER_17,4039.46,15,that's a Craig yeah I just want to say piggyback on what councillor has said
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",64,1,0,SPEAKER_16,4364.18,167,reviewed this at committee and at our previous meeting uh good evening city council mayor members of the public um thank you councillor craig i i think that was an excellent summary i i really don't have very much to add i know as a bill this is the second reading before council we also addressed it
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",80,1,0,SPEAKER_04,4719.88,12,comments on the resolution counselor royal counselor thank you council president um
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",11,1,0,SPEAKER_12,699.22,24,"You can use either one of the mics there, Zaira, thank you, and you may just have to turn it on with the button."
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",15,0,1,SPEAKER_03,1184.69,49,"Thank you so much for your presentation this evening and highlighting the work of the Language Access Program. It's really vital to ensuring that everyone has access to city services. and just excited to recognize Welcoming Week September 12th through the 21st. Councilors, any questions or comments?"
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",18,0,1,SPEAKER_03,1279.45,56,doing thank you any other council comments on the resolution comments from the public on the resolution as you may be the first person you may need just to flip it on perfect all right thank you can you hear me okay yeah thank you of course my name is rachel helwig i'm the associate director
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",32,0,1,SPEAKER_03,1714.88,84,on this resolution thank you very much councilor hirsch i appreciate you bringing this to our attention and the explanation that you provided both here and writing to counselors so we had a full understanding of what's been going on are there any additional council comments on the resolution from th
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",38,0,1,SPEAKER_09,2121.08,20,this period we do have a president next is irene bravis thank you good evening um i am here again
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",44,0,1,SPEAKER_03,3293.51,72,the building thank you so much it's it's always nice to hear about opportunities for spaces where people can just exist without the expectation to spend any money because we don't have any of those besides the library and that's why it's so valuable so thank you for that counselors any questions or 
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",47,0,1,SPEAKER_10,3382.93,146,remember we had a little incident last march with uh story hour and i want to say that although it was horrible as we went through it it has brought the staff together the silver lining is we all realized what the mission and vision were and work very hard now to stay within that and to be welcoming
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",75,1,0,SPEAKER_03,3972.78,203,director campbell thank you and i just want to say to director campbell and director stephen campbell as well because i know they've worked closely together on this that i'm incredibly proud that we have this capital budget in front of us it's really it's kind of a momentous thing and i'm glad that 
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",97,0,1,SPEAKER_10,4667.89,103,good at I would make it very simple and say numbers of attendees and the feedback from the community our programming has jumped year after year since we've moved so that's three years but it we are keeping the programs that the community comes come and and participate in and after a while we let go 
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",100,0,1,SPEAKER_10,4757.08,223,"IN A VARIETY OF WAYS. AGAIN, COMING IN AND USING TECHNOLOGY FOR FREE. WHEN WE WERE IN THE BUILDING THAT WAS ACROSS THE STREET, WE HAD 12 PUBLIC COMPUTERS AND MAYBE IN THE LAST YEAR that we were there there were people one or two people at them immediately upon moving we have 16 that are always alway"
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",8,0,1,SPEAKER_02,1281.57,52,hi just a couple questions how old is the existing store that's on the site and i was wondering if you possible just to briefly summarize um how the current the new store differs from the current one is it going to be like a larger store does it have more pumps
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",32,0,1,SPEAKER_02,2014.11,31,there's a 18th century building that's part of their project as part of that minor plan does that include making sure that they're maintaining that structure to ensure it doesn't deteriorate
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",33,0,1,SPEAKER_07,2024.85,58,over the two-year period that's a great question i don't think that that is part of the minor plan but it is on their property and so they would i mean as just part of it being your own parcel you would have to you would have to maintain it right so what can the public expect if
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",35,0,1,SPEAKER_07,2055.31,72,the land and so it would be you know for them to determine what was going to happen with the land because whether or not the mosaic land development goes there willow valley owns the land right and so it it would just be kind of a redetermination they probably my guess is that they would either resu
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",36,0,1,SPEAKER_08,2080.58,32,okay assumption so i just want to make sure so the plan that's currently in place would expire and they'd need to go through the whole process again if they if the
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",37,0,1,SPEAKER_07,2093.97,42,the minor the minor plan they're in they have to abide by that for the two years and at the end they have to either tell us when they're going to build or provide us with a new plan okay thank you
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",45,1,0,SPEAKER_03,2258.78,47,finalized our comments yet but even with it being tabled twice I'm not sure if they'll be able to get to a point where it would be able to be approved conditionally within that time frame so you can take a vote or you can table it
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",58,0,1,SPEAKER_00,2647.11,83,zoning hearing board and it seems that the city in this case believes that the Planning Commission's purpose for basically our position would make more sense if we worked in tandem with what City Council produces and have them essentially as the lead does that sound what they're essentially saying C
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",68,1,0,SPEAKER_02,3260.53,310,i mean i think it needs to be something that we continue just again just just to be able to provide information to the public about what the city is doing i mean i think as uh lauren and as staff has already uh shared there there are irons in the fire um that the city is has responded to public inpu
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",71,0,1,SPEAKER_00,3424.8,233,I would like to even though we don't have 75 people in attendance today to talk about it I would like just to note it so that is somehow on a record that we did receive the memo today as was stated before literally right before the meeting and the third paragraph of it in case the memo is not made p
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",75,0,1,SPEAKER_08,3590.75,134,process no I mean no I think a memo still would be good like summarizing but to the point that there is a resident who has their own case to make before the zoning hearing board the original documentation and for two reasons one them having that to reflect on is like this is what it was not a summar
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",76,0,1,SPEAKER_07,3648.64,14,receive I guess I'm just unclear of what materials exactly you would like to
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",78,0,1,SPEAKER_02,3671.31,57,it as a body i would i would say just receive in memo form a written summary of the process that was used to make the determination by the zoning officer is that is that like kind of a level because i can appreciate that there needs to be a level of specificity to make our request
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",80,0,1,SPEAKER_07,3784.5,173,there's no stack of papers i mean again and i don't and i don't mean to simplify but this was a decision that was made by a person in their job in their official capacity this is what his profession is as a zoning officer yes there were alternatives absolutely so he could have chosen to use this at 
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",83,0,1,SPEAKER_05,3992.67,105,reporter and all of this are we able to add um an exception to that that the dates with it that are noted within this memo will be clearly communicated to the public so their opportunity to participate is easy enough for everybody to understand like i want everybody who was here two weeks ago to kno
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",88,0,1,SPEAKER_02,4131.46,241,very briefly just to clarify I think some of my earlier comments and questions that my only purpose really to suggest some of the things we talked about was really in the interest of public education I certainly did not want to give the impression that was in any way trying to undermine the credibil
